Name.1,Folder Path
Finding Mr. Right,A:\Emily Carmichael\_Hearts of Gold Series\01 - Finding Mr. Right\
Diamond in the Ruff,A:\Emily Carmichael\_Hearts of Gold Series\02 - Diamond in the Ruff\
A Ghost for Maggie,A:\Emily Carmichael\A Ghost for Maggie\
Astray,A:\Emma Donoghue\Astray\
Room,A:\Emma Donoghue\Room\
Deny All Charges,A:\Eoin Colfer\_Artemis Fowl - Fowl Twins Series\02 - Deny All Charges\
The Legend of Spud Murphy,A:\Eoin Colfer\_Will and Marty Series\01 - The Legend of Spud Murphy\
The Legend of Captain Crow's Teeth,A:\Eoin Colfer\_Will and Marty Series\02 - The Legend of Captain Crow's Teeth\
The Legend Of The Worst Boy In The World,A:\Eoin Colfer\_Will and Marty Series\03 - The Legend Of The Worst Boy In The World\
Benny and Omar,A:\Eoin Colfer\Benny and Omar\
Half Moon Investigations,A:\Eoin Colfer\Half Moon Investigations\
"Black Flags, Blue Waters","A:\Eric Jay Dolin\Black Flags, Black Water\"
The Disordered Mind,A:\Eric R. Kandel\The Disordered Mind\
The Devil in the White City,A:\Erik Larson\The Devil in the White City\
The Queen of the Tearling,A:\Erika Johansen\The Queen of the Tearling\
America for Americans,A:\Erika Lee\America for Americans - A History of Xenophobia in the United States\
House of Salt and Sorrows,A:\Erin A. Craig\House of Salt and Sorrows\
The Night Circus,A:\Erin Morgenstern\The Night Circus\
The Starless Sea,A:\Erin Morgenstern\The Starless Sea\
I Lost Everything in the Post-natal Depression,A:\Erma Bombeck\I Lost Everything in the Post-natal Depression\
If Life is a Bowl of Cherries What Am I Doing in the Pits,A:\Erma Bombeck\If Life is a Bowl of Cherries What Am I Doing in the Pits\
Just Wait Till You Have Kids of Your Own,A:\Erma Bombeck\Just Wait Till You Have Kids of Your Own\
The Grass is Always Greener Over the Septic Tank,A:\Erma Bombeck\The Grass is Always Greener Over the Septic Tank\
Laurus,A:\Eugene Vodolazkin\Laurus\
How to Bake Pi,A:\Eugenia Chang\How to Bake Pi\
The Immortal Collection,A:\Eva Garcia Saenz\_Saga of the Ancient Family Series\01-The Immortal Collection\
Q,A:\Evan Mandery\Q\
Intentional Abduction,A:\Eve Langlais\_Alien Abduction Series\02 - Intentional Abduction\
Dual Abduction,A:\Eve Langlais\_Alien Abduction Series\03 - Dual Abduction\
Mercenary Abduction,A:\Eve Langlais\_Alien Abduction Series\04 - Mercenary Abduction\
Heroic Abduction,A:\Eve Langlais\_Alien Abduction Series\05 - Heroic Abduction\
Crazy,A:\Eve Langlais\_Crazy Ella in Love\01 - Crazy\
Dragon Reborn,A:\Eve Langlais\_Dragon Point Series\05 - Dragon Reborn\
Demon Walking,A:\Eve Langlais\_Dragon Point Series\06 - Demon Walking\
When an Omega Snaps,A:\Eve Langlais\_Lion's Pride Series\03 - When an Omega Snaps\
When a Lioness Snarls,A:\Eve Langlais\_Lion's Pride Series\05 - When a Lioness Snarls\
When a Lioness Pounces,A:\Eve Langlais\_Lion's Pride Series\06 - When a Lioness Pounces\
When a Lioness Growls,A:\Eve Langlais\_Lion's Pride Series\07 - When a Lioness Growls\
Lucifer's Daughter,A:\Eve Langlais\_Princess of Hell\01 - Lucifer's Daughter\
A Demon and His WItch,A:\Eve Langlais\_Welcome to Hell Series\01 - A Demon and His Witch\
A Demon and His Psycho,A:\Eve Langlais\_Welcome to Hell Series\02 - A Demon and His Psycho\
Date with Death,A:\Eve Langlais\_Welcome to Hell Series\02.5 - Date with Death\
A Demon and Her Scot,A:\Eve Langlais\_Welcome to Hell Series\03 - A Demon and Her Scot\
Hell's Kitty,A:\Eve Langlais\_Welcome to Hell Series\04 - Hell's Kitty\
Hell's Geek,A:\Eve Langlais\_Welcome to Hell Series\05 - Hell's Geek\
Hell's Bells,A:\Eve Langlais\_Welcome to Hell Series\06 - Hell's Bells\
Scared of Spiders,A:\Eve Langlais\Scared of Spiders\
Sins of the Heart,A:\Eve Silver\_Otherkins Series\1 - Sins of the Heart\
Sins of the Soul,A:\Eve Silver\_Otherkins Series\2 - Sins of the Soul\
Sins of the Flesh,A:\Eve Silver\_Otherkins Series\3 - Sins of the Flesh\
Body of Sin,A:\Eve Silver\_Otherkins Series\4 - Body of Sin\
The Epic Crush of Genie Lo,A:\F. C. Yee\_Genie Lo Series\01 - The Epic Crush of Genie Lo\
Skinwalker,A:\Faith Hunter\_Jane Yellowrock Series\1 - Skinwalker\
Blood Cross,A:\Faith Hunter\_Jane Yellowrock Series\2 - Blood Cross\
Mercy Blade,A:\Faith Hunter\_Jane Yellowrock Series\3 - Mercy Blade\
Raven Cursed,A:\Faith Hunter\_Jane Yellowrock Series\4 - Raven Cursed\
Bloodring,A:\Faith Hunter\_Rogue Mage Series\1 - Bloodring\
Seraphs,A:\Faith Hunter\_Rogue Mage Series\2 - Seraphs\
Host,A:\Faith Hunter\_Rogue Mage Series\3 - Host\
The Map of Time,A:\Felix J. Palma\The Map of Time\
The Mystery of a Hansom Cab,A:\Fergus Hume\The Mystery of a Hansom Cab\
Jade City,A:\Fonda Lee\_Green Bone Saga Series\01 - Jade City\
Paul Temple and the  The Curzon Case,A:\Francis Durbridge\Paul Temple and the  The Curzon Case\
Paul Temple and the Conrad Case,A:\Francis Durbridge\Paul Temple and the Conrad Case\
Paul Temple and the Tyler Mystery,A:\Francis Durbridge\Paul Temple and the Tyler Mystery\
Paul Temple Intervenes,A:\Francis Durbridge\Paul Temple Intervenes\
Metamorphosis read by Benedict Cumberbatch,A:\Franz Kafka\Metamorphosis read by Benedict Cumberbatch\
Metamorphosis read by Martin Jarvis,A:\Franz Kafka\Metamorphosis read by Martin Jarvis\
The Castle,A:\Franz Kafka\The Castle\
The Trial,A:\Franz Kafka\The Trial\
Empire of the East,A:\Fred Saberhagen\Empire of the East\
Britt-Marie Was Here,A:\Fredrik Backman\Britt-Marie Was Here\
The Idiot,A:\Fyodor Dostoevsky\The Idiot\
A Tale of Two Dragons,A:\G. A. Aiken\_Dragon Kin Series\0.5 - A Tale of Two Dragons\
Dragon Actually,A:\G. A. Aiken\_Dragon Kin Series\01 - Dragon Actually\
About a Dragon,A:\G. A. Aiken\_Dragon Kin Series\02 - About a Dragon\
Light My Fire,A:\G. A. Aiken\_Dragon Kin Series\07 - Light My Fire\
Feel the Burn,A:\G. A. Aiken\_Dragon Kin Series\08 - Feel the Burn\
A World Undone,A:\G. J. Meyer\A World Undone\
Love in the Time of Cholera,A:\Gabriel García Márquez\Love in the Time of Cholera\
One Hundred Years of Solitude,A:\Gabriel García Márquez\One Hundred Years of Solitude\
666 Park Avenue,A:\Gabriella Pierce\_666 Park Avenue Series\01 - 666 Park Avenue\
The Storied Life of A. J. Fikry,A:\Gabrielle Zevin\The Storied LIfe of A. J. Fikry\
Meat Cute Full,A:\Gail Carriger\_Parasol Protectorate Series\0 - Meat Cute\
Unfu-k Yourself,A:\Gary John Bishop\Unfu-k Yourself\
Who Discovered America,A:\Gavin Menzies & Ian Hudson\Who Discovered America\
1421: The Year China Discovered America,A:\Gavin Menzies\1421 - The Year China Discovered America\
1434: The Year a Magnificent Chinese Fleet Sailed to Italy and Ignited the Renaissance,A:\Gavin Menzies\1434 - The Year a Magnificent Chinese Fleet Sailed to Italy and Ignited the Renaissance\
The Wickeds Faraway collection,A:\Gayle Forman\The Wickeds\
The Book of Spies,A:\Gayle Lynds\The Book of Spies\
Spying in High Heels,A:\Gemma Halliday\_High Heels Series\01 - Spying in High Heels\
The Nymph King,A:\Gena Showalter\_Atlantis Series\03 - The Nymph King\
The Amazon's Curse,A:\Gena Showalter\_Atlantis Series\05 - The Amazon's Curse\
Shadow and Ice,A:\Gena Showalter\_Gods of War Series\01 - Shadow and Ice\
The Stone Prince,A:\Gena Showalter\_Imperia Series\01 - The Stone Prince\
Intertwined,A:\Gena Showalter\_Intertwined Series\1 - Intertwined\
The Darkest Prison,A:\Gena Showalter\_Lords of the Underworld Series\03.5 - The Darkest Prison\
The Darkest Seduction,A:\Gena Showalter\_Lords of the Underworld Series\09 - The Darkest Seduction\
The Warlord,A:\Gena Showalter\_Rise of the Warlords Series\01 - The Warlord\
Lord of the Vampires,A:\Gena Showalter\_Royal House of Shadows Series\01 - Lord of the Vampires\
The Evil Queen,A:\Gena Showalter\_The Forest of Good and Evil Series\01 - The Evil Queen\
Interlibrary Loan,A:\Gene Wolfe\_A Borrowed Man Series\02 - Interlibrary Loan\
Pygmalion,A:\George Bernard Shaw\Pygmalion\
Turing's Cathedral,A:\George Dyson\Turing's Cathedral\
Middlemarch,A:\George Eliot\Middlemarch\
Silas Marner,A:\George Eliot\Silas Marner\
The Mill on the Floss,A:\George Eliot\The Mill on the Floss\
The Affinity Bridge,A:\George Mann\_Newbury & Hobbes Series\01 - The Affinity Bridge\
1984,A:\George Orwell\1984\
Animal Farm,A:\George Orwell\Animal Farm\
Lincoln in the Bardo,A:\George Saunders\Lincoln in the Bardo\
"Come August, Come Freedom","A:\Gigi Amateau\Come August, Come Freedom\"
The Last Werewolf,A:\Glen Duncan\_Last Werewolf Trilogy\01 - The Last Werewolf\
Phoenix Unbound,A:\Grace Draven\_Fallen Empire Series\01 - Phoenix Unbound\
A Liar's Autobiography,A:\Graham Chapman\A Liar's Autobiography (Abridged)\
Travels with My Aunt,A:\Graham Greene\Travels with My Aunt\
Red Dwarf: Better Than Life,A:\Grant Naylor\Red Dwarf - Better Than Life\
Red Dwarf: Infinity Welcomes Careful Drivers,A:\Grant Naylor\Red Dwarf - Infinity Welcomes Careful Drivers\
The Richest Man Who Ever Lived,A:\Greg Steinmetz\The Richest Man Who Ever Lived\
Son of a Witch,A:\Gregory Maguire\_Wicked Years Series\2 - Son of a Witch\
A Lion Among Men,A:\Gregory Maguire\_Wicked Years Series\3 - A Lion Among Men\
Confessions of an Ugly Stepsister,A:\Gregory Maguire\Confessions of an Ugly Stepsister\
The Hollow Ones,A:\Guillermo Del Toro & Chuck Hogan\The Hollow Ones\
Uller Uprising,A:\H. Beam Piper\Uller Uprising\
A Declaration of the Rights of Magicians,A:\H. G. Parry\A Declaration of the Rights of Magicians\
A Dream of Armageddon,A:\H. G. Wells\A Dream of Armageddon\
First Men in the Moon,A:\H. G. Wells\First Men in the Moon\
The Red Room,A:\H. G. Wells\The Red Room\
At the Mountains of Madness,A:\H. P. Lovecraft\At the Mountains of Madness\
To Kill a Warlock,A:\H. P. Mallory\_Dulcie O'Neil Series\01 - To Kill a Warlock\
Fire Burn and Cauldron Bubble,A:\H. P. Mallory\_Jolie Wilkins Series\01 - Fire Burn and Cauldron Bubble\
Toil and Trouble,A:\H. P. Mallory\_Jolie Wilkins Series\02 - Toil and Trouble\
Witchful Thinking,A:\H. P. Mallory\_Jolie Wilkins Series\03 - Witchful Thinking\
The Witch Is Back,A:\H. P. Mallory\_Jolie Wilkins Series\04 - The Witch is Back\
She,A:\H. Rider Haggard\_Ayesha Series\1 - She\
The Zealot and the Emancipator,"A:\H. W. Brands\The Zealot and the Emancipator - John Brown, Abraham Lincoln, and the Struggle for American Freedom\"
We Hunt the Flame,A:\Hafsah Faizal\_Sands of Arawiya\
Bayou Born,A:\Hailey Edwards\_The Foundling Series\1 - Bayou Born\
To Kill a Mockingbird,A:\Harper Lee\To Kill a Mockingbird\
The Stainless Steel Rat,A:\Harry Harrison\_Stainless Steel Rat\1 - The Stainless Steel Rat\
Phantom Evil,A:\Heather Graham\_Krewe of Hunters Series\01 - Phantom Evil\
The Unseen,A:\Heather Graham\_Krewe of Hunters Series\05 - The Unseen\
Dust to Dust,A:\Heather Graham\_Prophecy\1 - Dust to Dust\
The Strip,A:\Heather Killough-Walden\_Big Bad Wolf Series\02 - The Strip\
The Spell,A:\Heather Killough-Walden\_Big Bad Wolf Series\03 - The Spell\
The Hunt,A:\Heather Killough-Walden\_Big Bad Wolf Series\04 - The Hunt\
Avenger's Angel,A:\Heather Killough-Walden\_The Lost Angels Series\01 - Avenger's Angel\
Slouch Witch,A:\Helen Harper\_Lazy Girl's Guide to Magic Series\01 - Slouch Witch\
Scatterbrain,"A:\Henning Beck\Scatterbrin - How the Mind's Mistakes Make Humans Creative, Innovative, and Successful\"
An Enemy of the People,A:\Henrik Ibsen\An Enemy of the People\
100 Amazing Facts About the Negro,A:\Henry Louis Gates\100 Amazing Facts About the Negro\
Stony the Road,"A:\Henry Louis Gates\Stony the Road - Reconstruction, White Supremacy, and the Rise of Jim Crow\"
The Histories,A:\Herotodus\The Histories\
Wolf Hall,A:\Hilary Mantel\_Wolf Hall Trilogy\1 - Wolf Hall\
Bring Up the Bodies,A:\Hilary Mantel\_Wolf Hall Trilogy\2 - Bring Up the Bodies\
A Good Girl's Guide to Murder,A:\Holly Jackson\_A Good Girl's Guide to Murder Series\01 - A Good Girl's Guide to Murder\
The Thirteen American Arguments,A:\Howard Fineman\The Thirteen American Arguments\
The Dragon Scroll,A:\I. J. Parker\_Sugawara Akitada Series\01-The Dragon Scroll\
Rashomon Gate,A:\I. J. Parker\_Sugawara Akitada Series\02 - Rashomon Gate\
How to Be an Antiracist,A:\Ibram X. Kendi\How to Be an Antiracist\
Stamped from the Beginning,A:\Ibram X. Kendi\Stamped from the Beginning - The Definitive History of Racist Ideas in America\
So You Want to Talk About Race,A:\Ijeoma Oluo\So You Want to Talk About Race\
Bayou Moon,A:\Ilona Andrews\_Edge Series\02 - Bayou Moon\
Fate's Edge,A:\Ilona Andrews\_Edge Series\03 - Fate's Edge\
Steel's Edge,A:\Ilona Andrews\_Edge Series\04 - Steel's Edge\
Magic Bites,A:\Ilona Andrews\_Kate Daniels Series\01 - Magic Bites\
Magic Bleeds,A:\Ilona Andrews\_Kate Daniels Series\04 - Magic Bleeds\
Magic Slays,A:\Ilona Andrews\_Kate Daniels Series\05 - Magic Slays\
Gunmetal Magic,A:\Ilona Andrews\_Kate Daniels Series\05.5 - Gunmetal Magic\
The Devourers,A:\Indra Das\The Devourers\
Thorn,A:\Intisar Khanani\Thorn\
In My Hands: Memories of a Holocaust Rescuer,A:\Irene Gut Opdyke & Jennifer Armstrong\In My Hands - Memories of a Holocaust Rescuer\
The Ark Before Noah,A:\Irving Finkel\The Ark Before Noah\
Caste,A:\Isabel Wilkerson\Caste\
Hillbilly Elegy,A:\J. D. Vance\Hillbilly Elegy\
Harry Potter and the Sorcerer's Stone,A:\J. K. Rowling\_Harry Potter Series\1 - Harry Potter and the Sorcerer's Stone\
Harry Potter and the Chamber of Secrets,A:\J. K. Rowling\_Harry Potter Series\2 - Harry Potter and the Chamber of Secrets\
Harry Potter and the Prisoner of Azkaban,A:\J. K. Rowling\_Harry Potter Series\3 - Harry Potter and the Prisoner of Azkaban\
Harry Potter and the Goblet of Fire,A:\J. K. Rowling\_Harry Potter Series\4 - Harry Potter and the Goblet of Fire\
Harry Potter and the Order of the Phoenix,A:\J. K. Rowling\_Harry Potter Series\6 - Harry Potter and the Half-Blood Prince\
Harry Potter and the Deathly Hallows,A:\J. K. Rowling\_Harry Potter Series\7 - Harry Potter and the Deathly Hallows\
The Hobbit,A:\J. R. R. Tolkien\The Hobbit\
The Lord of the Rings,A:\J. R. R. Tolkien\The Lord of the Rings\
The Silmarillion,A:\J. R. R. Tolkien\The Silmarillion\
Lover Eternal,A:\J. R. Ward\_Black Dagger Brotherhood Series\02 - Lover Eternal\
Lover Awakened,A:\J. R. Ward\_Black Dagger Brotherhood Series\03 - Lover Awakened\
Lover Revealed,A:\J. R. Ward\_Black Dagger Brotherhood Series\04 - Lover Revealed\
Lover Unbound,A:\J. R. Ward\_Black Dagger Brotherhood Series\05 - Lover Unbound\
Father Mine,A:\J. R. Ward\_Black Dagger Brotherhood Series\06.5 - Father Mine\
Lover Reborn,A:\J. R. Ward\_Black Dagger Brotherhood Series\10 - Lover Reborn\
The Thief,A:\J. R. Ward\_Black Dagger Brotherhood Series\16 - The Thief\
The Savior,A:\J. R. Ward\_Black Dagger Brotherhood Series\17 - The Savior\
Where Winter Finds You,A:\J. R. Ward\_Black Dagger Brotherhood Series\17.5 - Where Winter Finds You\
The Sinner,A:\J. R. Ward\_Black Dagger Brotherhood Series\18 - The Sinner\
A Warm Heart in Winter,A:\J. R. Ward\_Black Dagger Brotherhood Series\19 - A Warm Heart in Winter\
Blood Fury,A:\J. R. Ward\_Black Dagger Legacy\03 - Blood Fury\
Blood Truth,A:\J. R. Ward\_Black Dagger Legacy\04 - Blood Truth\
Crave,A:\J. R. Ward\_Fallen Angels Series\02 - Crave\
Envy,A:\J. R. Ward\_Fallen Angels Series\03 - Envy\
Claimed,A:\J. R. Ward\Lair of the Wolven\01 - Claimed\
Prisoner of Night,A:\J. R. Ward\Prisoner of Night (loosely BDB)\
Carmilla,A:\J. Sheridan leFanu\Carmilla\
Shadow's Edge,A:\J. T. Geissinger\_Night Prowler Series\01 - Shadow's Edge\
Phonophobia,A:\Jack Bowman & Robert Valentine\Phonophobia\
Hide and Seek,A:\Jack Ketchum\Hide and Seek\
The Like Switch,A:\Jack Schafer & Marvin Karlins\
Pennies for Hitler,A:\Jackie French\Pennies for Hitler\
Sorted,"A:\Jackson Bird\Sorted - Growing Up, Coming Out, and Finding My Place (A Transgender Memoir)\"
Sisters Red,A:\Jackson Pearce\_Fairytale Retellings Series\01 - Sisters Red\
Kushiel's Dart,A:\Jacqueline Carey\_Kushiel's Legacy Series\01 - Kushiel's Dart\
Kushiel's Avatar,A:\Jacqueline Carey\_Kushiel's Legacy Series\03 - Kushiel's Avatar\
Kushiel's Scion,A:\Jacqueline Carey\_Kushiel's Legacy Series\04 - Kushiel's Scion\
Kushiel's Justice,A:\Jacqueline Carey\_Kushiel's Legacy Series\05 - Kushiel's Justice\
Kushiel's Mercy,A:\Jacqueline Carey\_Kushiel's Legacy Series\06 - Kushiel's Mercy\
Naamah's Kiss,A:\Jacqueline Carey\_Naamah Trilogy\01 - Naamah's Kiss\
Naamah's Curse,A:\Jacqueline Carey\_Naamah Trilogy\02 - Naamah's Curse\
Santa Olivia,A:\Jacqueline Carey\_Santa Olivia Series\01 - Santa Olivia\
Saints Astray,A:\Jacqueline Carey\_Santa Olivia Series\02 - Saints Astray\
Jacob,A:\Jacquelyn Frank\_Nightwalkers Series\01 - Jacob\
Gideon,A:\Jacquelyn Frank\_Nightwalkers Series\02 - Gideon\
Elijah,A:\Jacquelyn Frank\_Nightwalkers Series\03 - Elijah\
Damien,A:\Jacquelyn Frank\_Nightwalkers Series\04 - Damien\
Noah,A:\Jacquelyn Frank\_Nightwalkers Series\05 - Noah\
Adam,A:\Jacquelyn Frank\_Nightwalkers Series\06 - Adam\
Seduce Me in Dreams,A:\Jacquelyn Frank\_Three Worlds Series\01 - Seduce Me in Dreams\
Drink of Me,A:\Jacquelyn Frank\Drink of Me\
The List,A:\Jade Chang\The List\
Seduced by Crimson,A:\Jade Lee\_Crimson City Series\05 - Seduced by Crimson\
School Bites ,A:\Jade Lee\_Crimson City Series\072 - School Bites (From Shards of Crimson)\
Bossy And Clyde,A:\Jaid Black\Bossy and Clyde\
Another Country,A:\James Baldwin\Another Country\
Go Tell it On the Mountain,A:\James Baldwin\Go Tell It On the Mountain\
The Fire Next Time,A:\James Baldwin\The Fire Next Time\
The Last of the Mohicans,A:\James Fenimore Cooper\The Last of the Mohicans\
Sepulchre,A:\James Herbert\Sepulchre\
Golden Age,A:\James Maxwell\_Shifting Tides Series\01 - Golden Age\
Violets Are Blue,A:\James Patterson\_Alex Cross Series\07 - Violets are Blue\
Four Blind Mice,A:\James Patterson\_Alex Cross Series\08 - Four Blind Mice\
Big Bad Wolf,A:\James Patterson\_Alex Cross Series\09 - The Big Bad Wolf\
4th of July,A:\James Patterson\_Women's Murder Club Series\04 - 4th Of July\
The Fifth Horseman,A:\James Patterson\_Women's Murder Club Series\05 - The 5th Horseman\
You've Been Warned,A:\James Patterson\You've Been Warned\
The Celestine Prophecy,A:\James Redfield\The Celestine Prophecy\
The Autobiography of a Black Man,A:\James Weldon Johnson\The Autobiography of an Ex-Colored Man\
Grizzly Tales for Gruesome Kids,A:\Jamie Rix\Grizzly Tales for Gruesome Kids\
Pride and Prejudice,A:\Jane Austen\Pride and Prejudice\
One for the Money,A:\Janet Evanovich\_Stephanie Plum Series\01 - One for the Money\
Two for the Dough,A:\Janet Evanovich\_Stephanie Plum Series\02 - Two for the Dough\
Three to Get Deadly,A:\Janet Evanovich\_Stephanie Plum Series\03 - Three to Get Deadly\
Four to Score,A:\Janet Evanovich\_Stephanie Plum Series\04 - Four to Score\
High Five,A:\Janet Evanovich\_Stephanie Plum Series\05 - High Five\
Hot Six,A:\Janet Evanovich\_Stephanie Plum Series\06 - Hot Six\
Seven Up,A:\Janet Evanovich\_Stephanie Plum Series\07 - Seven Up\
Hard Eight,A:\Janet Evanovich\_Stephanie Plum Series\08 - Hard Eight\
To the Nines,A:\Janet Evanovich\_Stephanie Plum Series\09 - To the Nines\
Ten Big Ones,A:\Janet Evanovich\_Stephanie Plum Series\10 - Ten Big Ones\
Eleven On Top,A:\Janet Evanovich\_Stephanie Plum Series\11 - Eleven On Top\
Twelve Sharp,A:\Janet Evanovich\_Stephanie Plum Series\12 - Twelve Sharp\
Plum Lovin,A:\Janet Evanovich\_Stephanie Plum Series\12.5 - Plum Lovin\
Lean Mean Thirteen,A:\Janet Evanovich\_Stephanie Plum Series\13 - Lean Mean Thirteen\
Fearless Fourteen,A:\Janet Evanovich\_Stephanie Plum Series\14 - Fearless Fourteen\
Finger Lickin' Fifteen,A:\Janet Evanovich\_Stephanie Plum Series\15 - Finger Lickin' Fifteen\
Sizzling Sixteen,A:\Janet Evanovich\_Stephanie Plum Series\16 - Sizzling Sixteen\
Black Hole Blues and Other Songs from Outer Space,A:\Janna Levin\Black Hole Blues and Other Songs from Outer Space\
"Allegra Fairweather, Paranormal Investigator","A:\Janni Nell\_Allegra Fairweather Series\01 - Allegra Fairweather, Paranormal Investigator\"
South of Salem,A:\Janni Nell\_Allegra Fairweather Series\02 - South of Salem\
"Guns Germs, and Steel","A:\Jared Diamond\Guns, Germs, and Steel\"
The World Until Yesterday,A:\Jared Diamond\The World Until Yesterday\
Whose Bible Is It,A:\Jaroslav Pelikan\Whose Bible Is It\
Other Words for Home,A:\Jasmine Warga\Other Words for Home\
The Leaving of Things,A:\Jay Antani\The Leaving of Things\
Red-Headed Stepchild,A:\Jaye Wells\_Sabina Kane Series\1 - Red-Headed Stepchild\
The Mage in Black,A:\Jaye Wells\_Sabina Kane Series\2 - The Mage in Black\
Green-Eyed Demon,A:\Jaye Wells\_Sabina Kane Series\3 - Green-Eyed Demon\
Silver-Tongued Devil,A:\Jaye Wells\_Sabina Kane Series\4 - Silver-Tongued Devil\
White Lies,A:\Jayne Ann Krentz\_Arcane Society Series\02 - White Lies\
Running Hot,A:\Jayne Ann Krentz\_Arcane Society Series\05 - Running Hot\
Copper Beach,A:\Jayne Ann Krentz\_Dark Legacy Series\01 - Copper Beach\
Eclipse Bay,A:\Jayne Ann Krentz\_Eclipse Bay Series\1 - Eclipse Bay\
Dawn in Eclipse Bay,A:\Jayne Ann Krentz\_Eclipse Bay Series\2 - Dawn in Eclipse Bay\
Summer in Eclipse Bay,A:\Jayne Ann Krentz\_Eclipse Bay Series\3 - Summer in Eclipse Bay\
Gift of Fire,A:\Jayne Ann Krentz\_Gift Series\Gift of Fire\
Light in Shadow,A:\Jayne Ann Krentz\_Whispering Springs Series\1 - Light in Shadow\
Truth or Dare,A:\Jayne Ann Krentz\_Whispering Springs Series\2 - Truth or Dare\
"Absolutely, Positively","A:\Jayne Ann Krentz\Absolutely, Positively\"
All Night Long,A:\Jayne Ann Krentz\All Night Long\
Falling Awake,A:\Jayne Ann Krentz\Falling Awake\
Grand Passion,A:\Jayne Ann Krentz\Grand Passion\
Hidden Talents,A:\Jayne Ann Krentz\Hidden Talents\
Lost and Found,A:\Jayne Ann Krentz\Lost and Found\
Smoke in Mirrors,A:\Jayne Ann Krentz\Smoke in Mirrors\
The Golden Chance,A:\Jayne Ann Krentz\The Golden Chance\
Trust Me,A:\Jayne Ann Krentz\Trust Me\
Wildest Hearts,A:\Jayne Ann Krentz\Wildest Hearts\
After Dark,A:\Jayne Castle\_Ghost Hunter Series\01 - After Dark\
After Glow,A:\Jayne Castle\_Ghost Hunter Series\02 - After Glow\
Ghost Hunter,A:\Jayne Castle\_Ghost Hunter Series\03 - Ghost Hunter\
Silver Master,A:\Jayne Castle\_Ghost Hunter Series\04 - Silver Master\
Dark Light,A:\Jayne Castle\_Ghost Hunter Series\05 - Dark Light\
The Hot Zone,A:\Jayne Castle\_Ghost Hunter Series\11 - The Hot Zone\
Siren's Call,A:\Jayne Castle\_Ghost Hunter Series\12 - Siren's Call\
Illusion Town,A:\Jayne Castle\_Ghost Hunter Series\13 - Illusion Town\
Amaryllis,A:\Jayne Castle\_St. Helen's Series\1 Amaryllis\
Zinnia,A:\Jayne Castle\_St. Helen's Series\2 Zinnia\
Orchid,A:\Jayne Castle\_St. Helen's Series\3 Orchid\
Being Jazz,A:\Jazz Jennings\Being Jazz\
"The Beautiful Ashes Broken Destiny, Book 1",A:\Jeaniene Frost\_Broken Destiny Series\1 - The Beautiful Ashes\
Halfway to the Grave,A:\Jeaniene Frost\_Night Huntress Series\01 - Halfway to the Grave\
One Foot in the Grave,A:\Jeaniene Frost\_Night Huntress Series\02 - One Foot in the Grave\
At Grave's End,A:\Jeaniene Frost\_Night Huntress Series\03 - At Grave's End\
Destined for an Early Grave,A:\Jeaniene Frost\_Night Huntress Series\04 - Destined for an Early Grave\
Pack,A:\Jeaniene Frost\Pack\
The Becoming,A:\Jeanne Stein\_Anna Strong Series\01 - The Becoming\
The Watcher,A:\Jeanne Stein\_Anna Strong Series\03 - The Watcher\
Legacy,A:\Jeanne Stein\_Anna Strong Series\04 - Legacy\
Chosen,A:\Jeanne Stein\_Anna Strong Series\06 - Chosen\
Annihilation,A:\Jeff Vandermeer\_Southern Reach Trilogy\01 - Annihilation\
Area X: Southern Reach Trilogy,A:\Jeff Vandermeer\_Southern Reach Trilogy\01-03 - Area X\
A Peculiar Peril,A:\Jeff Vandermeer\_The Misadventures of Jonathan Lambshead\01 - A Peculiar Peril\
Out of Body,A:\Jeffrey Ford\Out of Body\
The End of Poverty,A:\Jeffrey Sachs\The End of Poverty\
Splendid Solution,A:\Jeffrrey Kluger\Splendid Solution - Jonas Salk and the Conquest of Polio\
Bitter Spirits,A:\Jenn Bennett\_Roaring Twenties Series\01 - Bitter Spirits\
The Lady Rogue,A:\Jenn Bennett\The Lady Rogue\
Deadly Descendant,A:\Jenna Black\_Nikki Glass Series\02 - Deadly Descendant\
A Night Divided,A:\Jennifer A. Nielsen\A Night Divided\
The Turning,A:\Jennifer Armintrout\_Blood Ties Series\1 - The Turning\
Possession,A:\Jennifer Armintrout\_Blood Ties Series\2 - Possession\
Ashes to Ashes,A:\Jennifer Armintrout\_Blood Ties Series\3 - Ashes to Ashes\
All Souls Night,A:\Jennifer Armintrout\_Blood Ties Series\4 - All Souls Night\
Half-Blood,A:\Jennifer Armintrout\_Covenant Series\01 - Half-Blood\
Pure,A:\Jennifer Armintrout\_Covenant Series\02 - Pure\
The Calling,A:\Jennifer Ashley\_Immortals Series\01 - The Calling\
The Redeeming,A:\Jennifer Ashley\_Immortals Series\05 - The Redeeming\
Anyone But You,A:\Jennifer Crusie\Anyone But You\
Bet Me,A:\Jennifer Crusie\Bet Me\
Charlie All Night,A:\Jennifer Crusie\Charlie All Night\
Crazy For You,A:\Jennifer Crusie\Crazy For You\
Dogs and Goddesses,A:\Jennifer Crusie\Dogs and Goddesses\
Don't Look Down,A:\Jennifer Crusie\Don't Look Down\
Getting Rid of Bradley,A:\Jennifer Crusie\Getting Rid of Bradley\
